CLAVE;or_fem;or_masc;dest_fem;dest_masc;POLIG;ETAPA;Cruce_C;Acera;Ubicacion;X_1;Y_1;Puertos;biciestacorta;len_confi;len_segre;transmas;paradatp;area_averde;pobocup;abarrotes;bancos;bares;comidacafe;gobierno;estmibici;puertmibici;recreat;edubascimed;educativo;hospitales;servmedic;universidad;superdepa;intersec
ZPN-012;215;650;122;536;Zapopan Centro;1ra ETAPA;C. Pino Suarez / Av. Juan Pablo II;Oriente;Arroyo Vehicular;-103,390297;20,728538;19;0;1219,75086;0;0;11;9572,0328;1211,5;31;10;2;35;3;2;42;1;0;2;0;10;1;1;334
ZPN-013;67;210;67;192;Zapopan Centro;1ra ETAPA;C. Eva Briseno / C. Javier Mina;Oriente;Andador;-103,391894;20,720438;15;0;0;0;0;9;53755,4782;2269;40;13;5;67;12;1;19;3;8;3;0;4;0;2;162
ZPN-014;28;68;3;33;Zapopan Centro;1ra ETAPA;C. Plata / Av. Laureles;Sur;Arroyo Vehicular;-103,3997461;20,7352743;11;0;987,7973236;0;0;5;0;1484;6;4;0;9;0;3;37;1;3;1;0;2;0;0;114
ZPN-015;62;201;45;189;Zapopan Centro;1ra ETAPA;Blvr. de la Espuela / Blvr. Charros;Sur;Arroyo Vehicular;-103,394636;20,735255;11;0;0;0;0;2;4013,1085;920,5;22;0;0;12;3;0;0;1;23;1;0;5;0;0;246
ZPN-016;126;262;75;294;Zapopan Centro;1ra ETAPA;Av. Hidalgo/ C. Emiliano Zapata;Norte;Banqueta;-103,3902;20,721643;19;0;0;0;0;7;64707,9986;3362;56;22;7;87;19;2;26;4;5;4;1;22;2;4;240
ZPN-017;28;99;44;60;Zapopan Centro;1ra ETAPA;C. Juan Manuel/ C. Pedro Moreno;Sur;Arroyo Vehicular;-103,388657;20,72374;15;0;759,7809009;0;0;5;5452,8444;1392;27;3;0;28;4;0;0;9;4;4;0;21;2;4;216
ZPN-018;200;523;141;452;Zapopan Centro;1ra ETAPA;Av. Laureles / Blvrd. Panamericano;Oriente;Banqueta;-103,3859946;20,7276186;15;0;1030,493928;224,6298462;0;3;0;661;8;3;0;9;3;1;15;0;1;0;0;5;0;0;120
ZPN-020;236;641;192;569;Zapopan Centro;1ra ETAPA;Av. Aurelio Ortega/ Av. Laureles;0;Camellon;-103,386526;20,721002;15;0;1327,245564;361,8221491;0;10;25813,5135;1155,5;6;20;3;24;2;2;26;1;0;1;2;5;0;3;222
ZPN-021;77;228;71;254;Zapopan Centro;1ra ETAPA;Blvrd. Panamericano/ C. Santa Monica;Poniente;Banqueta;-103,384156;20,72832;15;0;211,1098102;306,8640451;0;1;43625,5616;547;3;3;0;12;6;1;15;1;2;0;0;1;0;0;126
ZPN-022;74;189;71;169;Zapopan Centro;1ra ETAPA;Av. Aurelio Ortega/ C. Morelos;Norte;Banqueta;-103,383;20,722427;15;0;0;507,9425602;0;5;23067,8125;274;6;0;0;5;0;0;0;0;1;1;0;2;0;0;144
ZPN-025;76;295;89;217;Zapopan Centro;1ra ETAPA;Av. V. Carranza / Av. Jose Simeon;Oriente;Arroyo Vehicular;-103,380651;20,731202;15;0;0;0;0;3;37133,7252;120;2;0;0;4;1;0;0;1;1;1;0;2;0;0;246
ZPN-027;63;244;40;225;Zapopan Centro;1ra ETAPA;C. 5 de Mayo/ C. 20 de Noviembre;Poniente;Arroyo Vehicular;-103,388629;20,720452;11;0;953,1163536;121,331613;0;10;39877,4316;2668,5;13;32;7;54;10;3;49;2;4;2;4;11;0;3;216
ZPN-028;58;350;82;336;Zapopan Centro;1ra ETAPA;Av. F. Aranguren / Av. Laureles;Poniente;Arroyo Vehicular;-103,401285;20,737087;11;0;1212,961839;0;0;5;15600,1377;2279;7;13;0;14;2;2;26;2;3;1;0;4;0;2;174
ZPN-029;27;60;18;44;Zapopan Centro;1ra ETAPA;C. La Villa/ C. Cuauhtemoc;Sur;Arroyo Vehicular;-103,393858;20,728147;15;0;0;0;0;0;4118,0995;535;30;0;0;16;1;0;0;2;3;0;1;7;0;0;372
ZPN-030;56;182;29;73;Zapopan Centro;1ra ETAPA;Av. Juan Pablo II / C. L·zaro C·rdenas;Oriente;Arroyo Vehicular;-103,401357;20,736557;15;0;1169,416189;0;0;6;15600,1377;2005,5;8;14;0;17;2;2;22;2;7;1;0;4;0;2;216
ZPN-031;51;343;30;257;Chapalita;2da ETAPA;C Nino Obrero/ Calz. Lazaro Cardenas;0;Camellon;-103,40945;20,67342;19;0;0;0;0;6;12255,1879;1531,5;2;9;0;2;1;0;0;0;0;0;2;5;0;1;96
ZPN-032;166;536;120;437;Chapalita;2da ETAPA;Calz. Lazaro Cardenas/ Av San Fco.;0;Camellon;-103,40641;20,67195;19;0;0;0;0;3;45053,22;1428,5;3;8;1;6;1;1;15;1;2;2;1;8;0;2;84
ZPN-033;71;270;66;171;Chapalita;2da ETAPA;Av. Lazaro Cardenas/ Av. San Ignacio;0;Camellon;-103,40458;20,6707;15;0;0;0;0;2;10073,8968;1132,5;2;5;2;5;0;1;19;2;3;0;0;14;0;3;158
ZPN-034;67;197;28;91;Chapalita;2da ETAPA;C. San Demetrio / C. Nivo Obrero;Sur;Arroyo Vehicular;-103,40968;20,66984;15;0;0;0;0;3;0;534;6;1;0;7;0;0;0;1;2;2;1;18;0;1;216
ZPN-035;48;112;11;30;Chapalita;2da ETAPA;C. San Juan Bosco / Av. San Igancio;Sur;Arroyo Vehicular;-103,40495;20,66844;11;0;0;0;0;1;2500,0429;1330;3;4;1;17;0;0;0;4;2;1;0;4;0;2;146
ZPN-036;57;220;43;165;Chapalita;2da ETAPA;C. Nino Obrero/ C Jose Maria Robles;Poniente;Arroyo Vehicular;-103,40953;20,66731;19;0;105,3886024;0;0;5;0;1387;4;5;1;9;0;0;0;2;1;0;3;34;0;2;200
ZPN-037;168;644;154;562;Chapalita;2da ETAPA;Av. San Ignacio/ Av. Guadalupe;Norte;Banqueta;-103,402512;20,666914;15;0;1086,556655;0;0;4;22384,1505;1644;6;8;1;38;0;1;11;4;0;0;0;24;0;3;180
ZPN-038;51;142;34;130;Chapalita;2da ETAPA;C. Santa Rita / Av. Guadalupe;Norte;Arroyo Vehicular;-103,40662;20,66581;11;0;986,0908499;0;0;7;3615,1182;1201;9;3;2;33;0;0;0;3;4;2;0;32;0;1;144
ZPN-039;96;196;52;170;Chapalita;2da ETAPA;Av. Nino Obrero / C. Juan Diego;Poniente;Banqueta;-103,4079076;20,66312806;19;0;281,8115914;0;0;9;6024,528;715;1;3;1;15;0;0;0;0;1;2;0;40;0;1;152
ZPN-040;54;148;26;107;Chapalita;2da ETAPA;C. Santa Maria / C. Arbol;Sur;Arroyo Vehicular;-103,4037559;20,66033761;15;0;0;0;0;1;0;603,5;2;2;1;7;0;1;11;0;2;1;0;6;1;1;156
ZPN-041;94;210;75;150;Chapalita;2da ETAPA;C. 12 de Diciembre / C. Juan Diego;Oriente;Arroyo Vehicular;-103,404;20,66463;11;0;824,6216356;0;0;6;27274,242;1026,5;6;7;0;26;2;1;15;1;1;1;0;11;0;1;156
ZPN-042;39;104;25;137;Chapalita;2da ETAPA;C. Tonatiuh / Av. Netzahualcoyotl;Norte;Arroyo Vehicular;-103,4065612;20,65925105;15;0;0;0;0;1;15695,0293;1055;5;2;0;13;0;0;0;3;2;3;0;19;1;2;176
ZPN-043;42;130;19;112;Chapalita;2da ETAPA;C. Ermita / C. Del Arbol;Oriente;Arroyo Vehicular;-103,40195;20,65938;11;0;0;0;0;0;1,2302;572;5;0;0;4;0;1;15;0;1;3;0;2;2;0;174
ZPN-045;62;130;23;96;Chapalita;2da ETAPA;Av. Tizoc / C Itzaccihuatl;Oriente;Arroyo Vehicular;-103,40464;20,65701;15;0;0;0;0;0;0;394,5;3;0;0;3;0;0;0;0;1;1;0;0;0;0;212
ZPN-046;68;159;30;161;Chapalita;2da ETAPA;Av. Cubilete / Av. Lopez Mateos;Norte;Arroyo Vehicular;-103,397725;20,656866;19;0;0;0;0;3;5969,0164;2610,5;0;6;0;6;0;0;0;5;1;4;0;4;0;1;84
ZPN-047;42;203;53;195;Chapalita;2da ETAPA;Av. Tizoc / Av. Lopez mateos;Norte;Arroyo Vehicular;-103,40134;20,65381;15;0;0;0;0;7;2446,7685;2140,5;9;14;1;40;0;0;0;1;2;3;0;5;0;0;114
TLQ-001;150;390;121;408;Corredor Atlas;2da ETAPA;Blvrd. Garcia Barragan / C. Rio Tajo;Oriente;Banqueta;-103,31948;20,64483;19;0;995,1077324;0;0;6;2564,6118;744,5;2;3;3;17;0;0;0;0;0;1;0;4;1;4;290
TLQ-002;208;536;204;543;Corredor Atlas;2da ETAPA;C. Juarez / Av. NiÒos Heroes;Sur;Arroyo vehicular;-103,3163317;20,6383352;15;0;0;0;0;9;5040,8775;1719;20;5;13;43;2;0;0;6;4;8;1;21;3;2;240
TLQ-003;67;154;38;99;Tlaquepaque Centro;2da ETAPA;C. Contreras Medellin / Donato Guerra;Oriente;Banqueta;-103,31366;20,64193;15;0;0;0;0;4;3622,0011;1822;14;1;0;25;8;0;0;5;3;4;1;9;0;1;240
TLQ-004;16;119;26;112;Tlaquepaque Centro;2da ETAPA;C. Donato Guerra / C. Obregon;Sur;Arroyo vehicular;-103,3106;20,64185;15;0;0;0;0;3;3167,5659;1633;90;0;0;69;5;0;0;1;5;3;0;13;0;3;240
TLQ-005;10;21;11;24;Tlaquepaque Centro;2da ETAPA;C. Zalatitan / C. Jalisco;Sur;Arroyo Vehicular;-103,30651;20,64188;15;0;0;0;0;9;151,6701;462,5;30;0;1;19;1;0;0;1;4;0;0;0;0;1;234
TLQ-007;114;498;102;436;Corredor Atlas;2da ETAPA;Blvrd. Garcia Barragan / Donato Guerra;Oriente;Banqueta;-103,31716;20,64176;15;0;730,9859306;0;0;8;6820,3279;1131,5;5;4;3;14;20;0;0;1;6;2;0;5;1;1;248
TLQ-009;165;492;117;545;Tlaquepaque Centro;2da ETAPA;C. Progreso / C. Juarez;Oriente;Arroyo Vehicular;-103,31148;20,63816;15;0;0;0;0;6;21118,6854;4139,5;104;17;12;105;52;1;15;4;7;4;1;14;1;6;258
TLQ-010;38;193;22;167;Tlaquepaque Centro;2da ETAPA;C. Zaragoza / C. Emilio Carranza;Norte;Arroyo Vehicular;-103,30952;20,69175;15;0;0;0;0;8;11136,9581;3172,5;103;21;13;83;50;2;30;4;6;4;0;11;1;7;252
TLQ-011;77;106;47;73;Tlaquepaque Centro;2da ETAPA;C. Jalisco / C. Hidalgo;Poniente;Arroyo Vehicular;-103,30465;20,63922;15;0;0;0;0;9;9267,7748;488,5;31;2;1;16;1;0;0;1;0;0;0;4;0;2;276
TLQ-012;28;105;21;106;Tlaquepaque Centro;2da ETAPA;C. Paseo Don Bosco / C. Tonala;Poniente;Andador;-103,3019;20,63613;15;0;0;0;0;3;20080,3334;469;19;0;3;13;0;0;0;1;3;0;0;4;0;2;156
GDL-087;266;1205;155;1286;Mezquitan;2da ETAPA;Av. AmÈricas / Av. LÛpez Mateos;Poniente;Banqueta;-103,37333;20,69493;15;0;0;0;0;7;10148,8795;1699;3;6;2;11;2;1;15;1;2;1;2;10;0;0;228
GDL-088;291;560;252;523;Mezquitan;2da ETAPA;Av.Plan de San Luis / C. AndrÈs Teran;Sur;Banqueta;-103,36773;20,6972;15;0;0;0;0;5;0;1182;1;1;1;9;2;0;0;1;1;0;0;15;0;0;212
GDL-089;511;1139;500;1090;Mezquitan;2da ETAPA;C. Juan ¡Ålvarez / C. Cruz Verde;Sur;Arroyo Vehicular;-103,35699;20,68456;11;0;0;0;0;9;0;1346,5;14;0;0;8;1;0;0;1;2;1;0;8;0;1;276
GDL-090;671;1638;613;1690;Mezquitan;2da ETAPA;Calz. Federalismo / C. Durango;Poniente;Banqueta;-103,35519;20,69865;19;2;1597,295579;0;2;6;42,7208;1510,5;21;7;2;29;1;1;23;0;3;1;0;11;0;3;334
GDL-091;307;1051;343;1080;Mezquitan;2da ETAPA;C. Magisterio / Av. M. ¡vila Camacho;Oriente;Arroyo Vehicular;-103,349382;20,696097;15;1;581,3483505;666,6164064;1;6;0;2526;4;10;1;24;14;1;23;2;6;4;0;5;2;1;156
GDL-092;227;492;281;622;Mezquitan;2da ETAPA;Calz Federalismo / Av. Plan San Luis;Oriente;Banqueta;-103,3549492;20,69610588;15;0;993,5688571;0;0;3;0;1383,5;19;2;0;17;1;0;0;0;3;2;0;4;0;0;204
GDL-093;503;1440;483;1452;Mezquitan;2da ETAPA;C. H Colegio Militar / Av. AmÈricas;Norte;Arroyo Vehicular;-103,37298;20,69311;15;0;0;0;0;6;10148,8795;1545;5;7;3;14;3;2;30;3;2;3;3;19;0;1;168
GDL-094;373;799;325;749;Mezquitan;2da ETAPA;C. Manuel Cambre / C. AndrÈs Teran;Oriente;Arroyo Vehicular;-103,36757;20,69324;15;0;0;0;0;11;20639,9635;421,5;2;0;0;3;0;0;0;2;0;1;0;17;1;1;300
GDL-095;253;722;331;761;Mezquitan;2da ETAPA;C. Mariano Barcena / Av. Maestros;Oriente;Arroyo Vehicular;-103,3516;20,692725;19;1;180,3084479;0;0;7;28035,9378;1093,5;11;1;2;42;3;0;0;1;2;3;1;2;0;0;162
GDL-096;243;555;252;596;Mezquitan;2da ETAPA;C. Jes˙s GarcÌa / C. Gonz·lez Ortega;Norte;Banqueta;-103,35071;20,6891;19;1;0;0;0;9;52575,6053;759,5;8;0;1;8;4;1;11;2;0;2;0;4;0;1;198
GDL-097;230;674;228;670;Mezquitan;2da ETAPA;C. MarÌa Vigil / C. Juan N. Cumplido;Norte;Arroyo Vehicular;-103,3582;20,68981;19;1;0;497,6482456;0;5;0;957,5;19;2;0;14;0;0;0;1;0;0;0;3;0;2;138
GDL-098;383;879;378;729;Mezquitan;2da ETAPA;Calz. Federalismo / Av. Maestros;Poniente;Banqueta;-103,354209;20,693072;19;1;999,331145;0;1;6;249,1438;747,5;10;0;1;13;1;0;0;0;1;0;0;1;0;0;156
GDL-099;260;446;296;396;Mezquitan;2da ETAPA;C. Eulogio Parra /C.Gonz·lez Ortega;Sur;Arroyo Vehicular;-103,350525;20,687196;11;0;0;149,919391;0;8;1454,1272;1063;11;0;1;14;3;1;19;2;4;3;0;10;0;0;378
GDL-100;193;439;146;270;Mezquitan;2da ETAPA;C. Ayuntamiento / C. A. R. Plasencia;Sur;Arroyo Vehicular;-103,37082;20,69269;15;0;0;0;0;2;19999,5397;871,5;4;1;1;3;1;1;15;3;2;1;2;24;0;0;240
GDL-101;318;970;305;866;Mezquitan;2da ETAPA;C. Amado Nervo /C. JosÈ MarÌa Vigil;Poniente;Arroyo Vehicular;-103,37486;20,68969;15;0;369,1479758;78,50277432;0;9;0;1444,5;2;5;0;9;0;0;0;2;4;6;0;24;2;2;206
GDL-102;423;726;347;716;Mezquitan;2da ETAPA;C. MarÌa Vigil / C. Manuel M. Dieguez;Norte;Arroyo Vehicular;-103,37071;20,68985;11;0;0;497,4168547;0;9;0;1084;19;2;0;28;0;0;0;0;3;2;2;16;0;0;258
GDL-103;483;972;380;1036;Mezquitan;2da ETAPA;J. Clemente Orozco / C. Jes˙s GarcÌa;Oriente;Arroyo Vehicular;-103,365814;20,68861;15;0;0;451,2956007;0;6;7584,5449;1311,5;30;0;0;33;0;1;11;2;5;2;0;10;0;1;450
GDL-104;482;1269;454;1319;Mezquitan;2da ETAPA;C. Pedro Loza / Av. Manuel AcuÒa;Poniente;Andador;-103,34853;20,68348;19;1;0;939,9108089;1;11;20332,1073;3114,5;215;3;0;92;14;1;31;3;3;4;0;23;1;2;300
GDL-105;203;821;289;866;Mezquitan;2da ETAPA;C. Pino Su·rez / C. Joaquin Angulo;Oriente;Arroyo Vehicular;-103,34601;20,6822;11;1;0;698,0088982;0;14;424,4715;2467;231;3;2;77;5;1;11;1;4;3;0;15;1;1;300
GDL-106;698;1617;659;1776;Mezquitan;2da ETAPA;C. Juan ¡Ålvarez / C. BelÈn;Norte;Arroyo Vehicular;-103,34526;20,68465;19;0;0;0;0;9;15482,5782;1283;18;6;1;38;1;0;0;2;4;1;1;13;1;1;222
GDL-107;322;970;371;858;Mezquitan;2da ETAPA;Calz. Federalismo / C. J. MarÌa Vigil;Oriente;Banqueta;-103,353973;20,68981;15;2;984,8462886;264,7116686;1;7;1795,2338;968;20;0;1;25;0;0;0;0;2;0;0;5;0;0;180
GDL-108;378;789;450;939;Mezquitan;2da ETAPA;C. Hospital / C. Alameda;Sur;0;-103,33964;20,68586;11;0;0;496,1506307;0;11;2250,3908;854,5;32;1;1;25;1;0;0;2;1;1;0;2;0;1;480
GDL-109;272;504;226;440;Mezquitan;2da ETAPA;C. Eulogio Parra / Av. AmÈricas;Norte;Arroyo Vehicular;-103,37363;20,68725;19;0;0;0;0;7;0;2211;13;10;1;17;4;0;0;1;3;1;0;22;1;1;252
GDL-110;400;586;294;561;Mezquitan;2da ETAPA;C. Manuel DiÈguez/  Av. Eulogio Parra;Poniente;Arroyo Vehicular;-103,37084;20,68723;11;0;0;0;0;8;0;1330,5;36;4;1;39;0;0;0;1;3;2;1;20;0;0;354
GDL-111;155;732;273;905;Mezquitan;2da ETAPA;C. JosÈ Palomar / C. Hospital;Sur;Arroyo Vehicular;-103,336305;20,686228;15;0;0;484,2209351;1;11;2583,513;2169;13;7;0;31;10;1;11;1;0;1;1;3;0;4;294
GDL-112;532;1018;446;976;Mezquitan;2da ETAPA;C. C. Orozco / C. Gral. Eulogio Parra;Oriente;Arroyo Vehicular;-103,36582;20,687;11;0;0;0;0;2;7265,7734;1418,5;21;0;0;27;1;1;15;2;7;1;0;14;0;1;426
GDL-113;253;723;267;630;Mezquitan;2da ETAPA;C. Ghilardi / C. Arista;Oriente;Arroyo Vehicular;-103,362716;20,6880337;15;0;0;166,6745946;0;8;3819,7002;723;27;0;0;19;0;0;0;1;0;0;0;3;0;0;360
GDL-114;239;695;326;847;Mezquitan;2da ETAPA;C. Monte C·ucaso / C. Alameda;-;Camellon;-103,3361;20,68925;15;0;0;0;1;4;13115,9372;777;35;3;0;18;0;0;0;4;4;3;0;7;0;2;312
GDL-115;534;1140;546;1109;Mezquitan;2da ETAPA;Calz. Federalismo / C. Fco. Zarco;Poniente;Banqueta;-103,35408;20,68605;15;0;984,8155425;0;0;3;0;1140,5;16;0;3;8;0;0;0;1;4;1;1;10;0;0;384
GDL-116;194;536;176;384;Arcos - Vallarta;2da ETAPA;Av Manuel AcuÒa/C. Pablo VillaseÒor;-;Camellon;-103,37989;20,68447;11;0;0;0;0;12;28475,3606;2184,5;8;0;0;6;0;0;0;0;3;3;0;38;1;0;260
GDL-117;185;375;137;321;Arcos - Vallarta;2da ETAPA;Av Manuel AcuÒa / C Fray Fco Frejes;Sur;Arroyo Vehicular;-103,37653;20,68427;11;0;0;0;0;6;26385,097;2247,5;8;0;0;17;0;0;0;3;5;3;1;37;0;2;330
GDL-118;158;286;93;211;Arcos - Vallarta;2da ETAPA;C. Antonio de LeÛn / C. Garibaldi;Poniente;Arroyo Vehicular;-103,38197;20,68168;15;0;129,6142322;0;0;6;4268,4538;2105;3;3;0;10;1;0;0;1;1;3;0;55;2;1;254
GDL-119;186;367;101;270;Arcos - Vallarta;2da ETAPA;C. Fco Rojas Gonz·lez /C. Garibaldi;Oriente;Arroyo Vehicular;-103,3785;20,68153;11;0;161,3884478;0;0;4;3271,9495;2135,5;3;0;0;10;1;1;15;0;1;5;0;45;1;1;306
GDL-120;195;351;145;255;Arcos - Vallarta;2da ETAPA;C. AgustÌn de la Rosa /C. Garibaldi;Oriente;Arroyo Vehicular;-103,37537;20,68132;11;0;302,725548;0;0;7;0;2669;0;5;1;12;0;1;11;1;3;9;0;63;3;2;294
GDL-121;416;777;332;677;Arcos - Vallarta;2da ETAPA;C. Tom·s V. GÛmez / Av. MÈxico;Oriente;Arroyo Vehicular;-103,38253;20,67914;19;0;979,8605131;41,8034874;0;9;2980,7531;2925;5;4;1;21;1;1;15;2;0;9;0;37;2;5;204
GDL-122;161;453;92;399;Arcos - Vallarta;2da ETAPA;C. Fray Luis DePalacio/ Av. MÈxico;Oriente;Arroyo Vehicular;-103,37926;20,67947;15;0;989,1149115;0;0;5;0;4209;8;0;1;9;3;1;11;2;1;5;3;70;2;4;216
GDL-123;237;486;193;379;Arcos - Vallarta;2da ETAPA;C. Aurelio L. Gallardo / Av. MÈxico;Oriente;Arroyo Vechiular;-103,376;20,67945;11;0;984,9592689;0;0;6;0;3450,5;4;3;2;17;0;1;11;2;1;9;1;75;2;1;240
GDL-124;322;773;175;603;Arcos - Vallarta;2da ETAPA;C. Severo DÌaz / C. Justo Sierra;Oriente;Arroyo Vehicular;-103,38387;20,67741;15;0;513,3601091;151,0392806;0;8;1330,3636;3444,5;3;4;1;17;2;2;42;1;2;6;0;15;0;2;198
GDL-125;210;323;140;290;Arcos - Vallarta;2da ETAPA;C. Pablo VillaseÒor / Av. Hidalgo;Oriente;Arroyo Vechiular;-103,37993;20,67691;15;0;383,838674;284,9835052;0;4;0;4905;4;1;0;8;1;0;0;1;3;5;3;61;1;3;108
GDL-126;201;400;173;293;Arcos - Vallarta;2da ETAPA;C. Aurelio L. Gallardo / Av Hidalgo;Oriente;Arroyo Vehicular;-103,37606;20,67647;11;0;495,2274914;0;0;7;0;3614;2;1;0;17;1;1;15;1;2;6;4;38;3;2;132
GDL-127;810;2137;533;1451;Arcos - Vallarta;2da ETAPA;Av. Vallarta / Av. de Los Arcos;Sur;Banqueta;-103,38488;20,67438;19;1;682,4604514;458,2522283;0;16;16271,8951;3455,5;3;5;3;13;4;1;23;2;1;8;0;17;1;2;222
GDL-128;343;897;183;621;Arcos - Vallarta;2da ETAPA;Av. Morelos / C. Emilio Castelar;Sur;Arroyo Vechiular;-103,38409;20,67554;23;1;447,1270403;370,8935212;0;12;13464,1299;3248;1;5;1;8;4;2;34;1;3;3;0;12;1;1;216
GDL-129;503;1364;416;1100;Arcos - Vallarta;2da ETAPA;C. Lope de Vega / Av. Vallarta;Poniente;Arroyo Vechiular;-103,37998;20,67455;19;0;592,99363;418,4717659;0;9;0;4024,5;6;13;4;50;0;0;0;2;3;5;1;22;0;5;126
GDL-130;264;735;197;709;Arcos - Vallarta;2da ETAPA;C. J. RuÌz de AlarcÛn / Av. La Paz;Poniente;Arroyo Vehicular;-103,37618;20,67448;15;0;639,5610967;0;0;11;0;2918;5;15;5;34;2;1;11;1;1;7;1;10;5;3;120
GDL-131;399;830;244;582;Arcos - Vallarta;2da ETAPA;C. Emilio Castelar / Av. La Paz;Poniente;Arroyo Vehicular;-103,384;20,67206;19;0;1431,082067;223,807502;0;11;5734,5613;2291,5;5;4;2;11;0;2;34;1;0;10;0;33;2;1;234
GDL-132;611;1237;548;1226;Arcos - Vallarta;2da ETAPA;C. Lope de Vega / Av. La Paz;Oriente;Arroyo Vechicular;-103,37997;20,67207;15;0;898,7246133;400,9818742;0;5;0;2164;3;2;4;40;4;0;0;2;1;7;0;11;3;2;120
GDL-133;284;720;261;599;Arcos - Vallarta;2da ETAPA;C. J. RuÌz de AlarcÛn / Av. La Paz;Oriente;Arroyo Vehicular;-103,37608;20,67189;15;0;886,4044796;0;0;6;0;3227,5;3;1;5;33;4;0;0;1;1;9;0;25;3;1;132
GDL-134;319;756;270;587;Arcos - Vallarta;2da ETAPA;C. AgustÌn Y·Òez / C. Fco Ugarte;Oriente;Banqueta;-103,38448;20,67016;19;0;1194,084323;28,64104039;0;8;21488,4231;2441;4;3;0;15;0;2;30;2;1;6;0;28;2;1;312
GDL-135;254;378;173;332;Arcos - Vallarta;2da ETAPA;C. Victoriano Ag¸eros / Av. UniÛn;Oriente;Arroyo Vehicular;-103,3731;20,66868;11;0;0;483,9424045;0;6;0;2706,5;2;2;0;14;1;2;30;0;1;10;0;26;5;1;270
GDL-136;223;601;190;448;Arcos - Vallarta;2da ETAPA;C. Lope de Vega/C. EfraÌn Glez Luna;Oriente;Arroyo Vehicular;-103,37983;20,66927;19;0;0;242,7729677;0;4;0;2000;1;0;1;10;4;0;0;1;3;2;2;15;0;0;138
GDL-137;158;366;84;277;Arcos - Vallarta;2da ETAPA;C. RuÌz de AlarcÛn/C. EfraÌn G Luna;Poniente;Arroyo Vehicular;-103,37623;20,66957;11;0;0;312,5265839;0;2;0;3328;4;0;0;9;1;0;0;1;3;5;0;25;1;0;180
GDL-138;86;254;24;193;Arcos - Vallarta;2da ETAPA;C. de la Nebulosa / C. Placeres;Norte;Arroyo Vehicular;-103,39134;20,66557;15;0;937,0447138;0;0;7;8286,3843;2830;6;7;1;12;0;1;11;1;0;0;0;20;0;1;192
GDL-139;171;451;170;347;Arcos - Vallarta;2da ETAPA;C. Firmamento / Av. NiÒos HÈroes;Poniente;Arroyo Vehicular;-103,38863;20,66667;15;0;984,5119338;0;0;3;3814,8996;3264;2;4;0;11;0;1;15;2;0;1;1;20;0;2;108
GDL-140;398;919;370;829;Arcos - Vallarta;2da ETAPA;C. ConstelaciÛn / Av. de los Arcos;Sur;Arroyo Vehicular;-103,38488;20,66816;11;0;1411,664019;0;0;9;15075,065;3059,5;5;6;2;19;0;1;19;3;2;4;0;16;0;1;216
GDL-141;159;387;141;388;Arcos - Vallarta;2da ETAPA;C. RuÌz de AlarcÛn / C. AgustÌn Y·Òez;Norte;Arroyo Vehicular;-103,37621;20,66702;15;0;355,9539275;311,0779249;0;4;0;2568;5;3;0;3;0;0;0;0;3;3;0;9;0;0;174
GDL-142;102;218;72;128;Arcos - Vallarta;2da ETAPA;C. De la Nebulosa / C. Firmamento;Norte;Arroyo Vehicular;-103,38855;20,6647;15;0;626,1096948;0;0;3;0;2223,5;2;2;0;4;1;1;15;1;0;1;1;12;0;1;120
GDL-143;290;737;237;676;Arcos - Vallarta;2da ETAPA;C. Eclipse / Av. de Los Arcos;Norte;Arroyo Vehicular;-103,38407;20,6625;23;0;992,0823414;0;0;4;29906,1695;1825,5;3;2;0;11;1;0;0;0;2;3;0;16;0;3;168
GDL-144;137;523;110;404;Chapalita;2da ETAPA;C. Primo Feliciano / C. San Gabriel;Sur;Arroyo Vehicular;-103,394307;20,669931;11;0;0;0;0;0;4164,7309;598;3;0;0;3;0;0;0;1;1;1;0;2;0;0;132
GDL-145;102;296;45;181;Chapalita;2da ETAPA;C. San Miguel / Av. San Francisco;Sur;Arroyo Vehicular;-103,3947;20,66736;19;0;894,6761283;0;0;5;36854,6908;1124,5;1;6;0;12;0;1;15;0;1;0;0;6;0;2;180
GDL-146;156;345;124;279;Chapalita;2da ETAPA;Av. Guadalupe / C. Boturini;Sur;Banqueta;-103,3988986;20,6662882;11;0;993,3254296;0;0;6;23800,7838;2110,5;4;2;1;10;0;2;30;3;3;4;0;5;1;3;204
GDL-147;71;272;53;99;Chapalita;2da ETAPA;Calz. L√°zaro C√°rdenas/Av. Guadalupe;-;Camellon;-103,39654;20,66623;15;0;988,4379878;0;0;6;47080,5791;1127,5;0;4;0;14;0;3;45;2;1;1;0;24;0;4;252
