CLAVE;or_fem;or_masc;dest_fem;dest_masc;POLIG;ETAPA;Cruce_C;Acera;Ubicacion;X_1;Y_1;Puertos;biciestacorta;len_confi;len_segre;transmas;paradatp;area_averde;pobocup;abarrotes;bancos;bares;comidacafe;gobierno;estmibici;puertmibici;recreat;edubascimed;educativo;hospitales;servmedic;universidad;superdepa;intersec
GDL-148;47;218;16;117;Chapalita;2da ETAPA;C. San Rafael / Av. Tepeyac;Oriente;Arroyo Vehicular;-103,39788;20,66501;15;0;770,6738365;0;0;3;32975,4343;1059;0;2;1;9;0;2;26;2;4;2;0;22;0;3;234
GDL-149;112;473;105;388;Chapalita;2da ETAPA;Calz. Lazaro Cardenas / Lopez Mateos;-;Banqueta;-103,39388;20,66511;11;0;849,4073149;0;0;7;22775,591;1613,5;4;9;2;16;0;1;15;0;1;0;0;9;0;1;192
GDL-150;21;116;7;65;Chapalita;2da ETAPA;C. Asuncion / Av. Chapalita;Sur;Arroyo Vehicular;-103,392533;20,661387;11;0;0;0;0;1;266,2139;709;5;0;0;0;0;0;0;0;0;0;0;4;0;0;168
GDL-151;56;97;25;48;Chapalita;0;C. Capuchinas / Av. Chapalita;0;0;0;0;11;0;0;0;0;3;0;962,5;2;1;0;6;0;0;0;1;0;0;1;4;0;2;174
GDL-152;77;196;45;141;Chapalita;2da ETAPA;Parque de las Estrellas/C. Orion;Oriente;Arroyo Vehicular;-103,38884;20,65931;19;0;0;0;0;1;38820,4373;749;1;0;0;0;1;2;30;0;0;1;0;2;1;1;114
GDL-153;68;148;27;100;Chapalita;2da ETAPA;C. Crepusculo / Av. Tonantzin;Norte;Arroyo Vehicular;-103,39092;20,65846;11;0;0;0;0;0;5059,8157;539;3;0;0;1;0;1;19;0;1;0;0;1;0;1;132
GDL-154;109;298;81;256;Chapalita;2da ETAPA;C. Capuchinas / Av. Las Rosas;Poniente;Arroyo Vehicular;-103,39363;20,65761;15;0;0;0;0;0;23530,13;254,5;1;0;0;3;0;0;0;1;0;0;0;2;0;2;150
GDL-155;83;201;45;121;Chapalita;2da ETAPA;Parque de las Estrellas / Av. Mariano Ote;Norte;Arroyo Vehicular;-103,3883797;20,65712973;19;0;0;0;0;2;38820,4373;3486,5;0;4;0;4;0;1;19;1;0;2;0;1;0;0;120
GDL-157;96;239;75;189;Chapalita;2da ETAPA;Av. Mariano Otero / Av. Las Rosas;Sur;Banqueta;-103,391595;20,654709;15;0;0;0;0;2;7588,2505;3563,5;1;8;1;3;1;0;0;3;0;0;0;0;0;0;42
GDL-158;92;455;113;402;Chapalita;2da ETAPA;Av. Faro / Av. Las Rosas;Poniente;Arroyo Vehicular;-103,38957;20,65158;15;0;0;0;0;0;29411,0303;1274;1;2;0;4;5;0;0;0;1;3;0;0;2;1;228
GDL-159;419;1072;513;1052;Corredor Atlas;2da ETAPA;C. Guadalupe Victoria / Del Ejercito;Sur;Arroyo Vehicular;-103,33357;20,66468;19;1;860,4545282;0;1;10;15225,4;1304;15;2;0;11;2;0;0;0;2;2;0;3;0;2;234
GDL-160;104;351;122;379;Corredor Atlas;2da ETAPA;C.Silverio Garcia / Blvrd. Garcia Bar;Oriente;Arroyo Vehicular;-103,3315;20,66114;11;0;1505,983893;0;0;6;0;1308,5;18;0;0;9;2;1;19;1;4;1;0;8;0;1;456
GDL-161;115;246;138;303;Corredor Atlas;2da ETAPA;C. Rio Usumacinta / Blvrd Garcia Barr;Poniente;Arroyo Vechiular;-103,33055;20,65925;19;0;1238,073586;0;0;7;4279,7517;1271,5;12;0;0;18;2;3;45;3;4;0;0;10;0;1;534
GDL-162;146;383;183;479;Corredor Atlas;2da ETAPA;C. Rio Tuxpan / C. Salvador Lopez C;Norte;Arroyo Vehicular;-103,33046;20,65721;19;1;810,925997;0;0;12;8909,705;1154;27;1;0;44;1;2;34;3;5;0;1;11;0;1;618
GDL-163;94;434;123;422;Corredor Atlas;2da ETAPA;C. Corregidora / Blvrd. Garcia B.;Sur;Banqueta;-103,32898;20,657817;15;0;974,0363165;0;0;8;7059,1203;1072,5;13;1;0;32;1;2;38;3;6;0;0;4;0;2;480
GDL-164;99;327;84;325;Corredor Atlas;2da ETAPA;Av. Olimpica /C. Jose Rolon;Norte;Banqueta;-103,32186;20,655;15;0;0;0;0;5;26662,6419;690;5;0;0;2;0;0;0;1;1;1;0;1;1;0;108
GDL-165;198;705;219;789;Corredor Atlas;2da ETAPA;C. Rio Panuco/ Blvrd. Garcia B.;Poniente;Arroyo Vehicular;-103,32553;20,65251;19;0;989,448296;0;0;11;0;866,5;5;2;1;20;0;0;0;1;0;5;0;1;3;3;204
GDL-166;146;643;181;715;Corredor Atlas;2da ETAPA;C. Rio Principal / Blvrd. Garcia B.;Oriente;Arroyo Vehicular;-103,32719;20,65475;19;0;984,2319996;0;0;11;143,6056;1439,5;3;3;0;22;0;0;0;1;1;4;1;2;3;2;180
GDL-167;151;413;190;503;Corredor Atlas;2da ETAPA;C. Rio San Juan de Dios / Blvrd. Garc;Poniente;Arroyo Vehicular;-103,32356;20,64962;15;0;978,1715518;0;0;5;45931,6963;840,5;9;2;0;9;0;0;0;1;0;0;0;1;0;1;156
GDL-168;167;629;134;635;Corredor Atlas;2da ETAPA;Av. Rio Nilo / C. Ramon Pacheco;Sur;Banqueta;-103,31939;20,64874;19;0;0;0;0;4;0;426;10;4;1;16;0;0;0;1;4;2;0;9;0;1;138
GDL-169;150;668;200;703;Corredor Atlas;2da ETAPA;Blvrd. Garcia Barragan/ C. Rio Zapo;Sur;Banqueta;-103,32147;20,64707;19;0;987,1443456;0;0;4;30462,5341;3487;9;10;1;38;0;0;0;3;0;1;0;3;1;8;122
GDL-170;53;152;57;159;Tlaquepaque Centro;2da ETAPA;C. Relojeros / C. Chamizal;Sur;Arroyo Vehicular;-103,30619;20,64698;15;1;177,1254334;0;1;8;21568,3512;1056,5;14;3;0;15;1;1;19;1;2;1;0;2;0;1;264
GDL-171;41;196;41;134;Tlaquepaque Centro;2da ETAPA;C. Maquinistas / C. San Rafael;Poniente;Arroyo Vehicular;-103,3102;20,6461;19;0;0;0;0;10;0;1051,5;12;4;0;20;0;0;0;2;2;1;0;9;0;1;374
GDL-172;27;132;32;101;Tlaquepaque Centro;2da ETAPA;C. Chamizal / Av. Rio Nilo;Poniente;Arroyo Vehicular;-103,30678;20,64434;15;0;0;0;0;10;26172,6056;474;24;0;0;21;0;1;19;1;3;0;0;5;0;1;252
GDL-173;26;56;6;33;Tlaquepaque Centro;2da ETAPA;C. Caballerango / C. Caporales;Norte;Arroyo Vehicular;-103,30518;20,64504;19;0;0;0;0;9;26020,9355;781;20;4;0;21;0;3;45;2;4;3;1;9;0;3;216
GDL-174;64;283;42;212;Chapalita;2da ETAPA;C. Juan de Zum·rraga / Av. Tepeyac;Oriente;Arroyo Vehicular;-103,4003;20,6641;11;0;38,29953503;0;0;4;2918,2068;1346,5;7;8;0;22;0;0;0;3;5;2;0;3;1;0;150
GDL-175;82;161;49;117;Chapalita;2da ETAPA;C. Ermita / C. San Uriel;Poniente;Arroyo Vehicular;-103,3981344;20,66234072;11;0;0;0;0;0;9105,2703;897,5;1;0;1;8;0;0;0;0;5;0;0;7;0;0;168
GDL-176;80;331;43;353;Chapalita;2da ETAPA;C. San Bonifacio / Paseo Benedictino;-;Glorieta;-103,3976249;20,67276201;11;0;0;0;0;0;4312,3419;1281;1;0;0;3;1;0;0;0;2;2;0;4;1;1;204
GDL-177;183;535;140;437;Mezquitan;2da ETAPA;C. Fray Fco Frejes / C. Fco Zarco;Oriente;Arroyo Vehicular;-103,37657;20,68669;15;0;0;0;0;2;564,4624;2009,5;6;2;0;9;0;0;0;5;4;4;2;28;0;1;276
GDL-178;180;706;233;712;Guadalajara Centro;1ra ETAPA;C. Salvador Quevedo / Lopez Portillo;Oriente;Banqueta;-103,33307;20,684513;15;0;0;164,1836367;0;7;0;511;10;8;1;29;1;0;0;1;1;0;0;4;0;2;168
GDL-179;374;971;516;1307;Guadalajara Centro;1ra ETAPA;C. Monte C·ucaso / C. Sierra Nevada;Sur;Arroyo Vehicular;-103,33343;20,68795;23;0;0;0;1;8;10943,5117;1413;7;8;1;47;1;1;11;4;2;2;1;2;0;4;156
GDL-180;66;249;116;431;Guadalajara Centro;1ra ETAPA;C. Montes Pirineos / Salvador Quevedo;Oriente;Arroyo Vehicular;-103,33467;20,68692;11;0;0;265,196414;0;9;14915,7415;1698,5;7;14;0;55;7;2;38;2;1;1;1;3;0;4;228
GDL-181;342;803;388;813;Mezquitan;2da ETAPA;C. Ignacio Rmrz / Av Plan de San Lui;Oriente;Arroyo Vehicular;-103,36322;20,69705;11;0;0;0;0;7;6272,04;1085;17;4;0;21;1;0;0;2;1;5;1;59;1;1;312
TLQ-006;122;256;92;306;Tlaquepaque Centro;2da ETAPA;C. Miguel Hidalgo / Calz. Revolucion;Sur;Arroyo Vehicular;-103,301239;20,639042;15;0;0;0;0;13;10098,7188;953;23;3;4;13;7;0;0;4;0;0;0;6;0;1;276
GDL-156;405;1201;260;982;Arcos - Vallarta;3ra ETAPA;C. Duque de Rivas / C. Lopez Cotilla;Poniente;Arroyo Vehicular;-103,3826893;20,6731682;15;0;1190,070863;711,8498071;0;10;0;2984,5;3;5;3;29;0;1;19;0;1;10;0;12;4;3;156
GDL-020;406;738;317;638;Guadalajara Centro;1ra ETAPA;C. General Coronado / C. Juan Manuel;Oriente;Arroyo Vehicular;-103,365103;20,67848;15;0;321,2658028;0;0;6;0;1759;14;0;2;17;0;1;15;0;4;1;0;25;0;0;240
GDL-182;444;840;358;887;Guadalajara Centro;2da ETAPA;C. General Coronado / C. Manuel Acu;Sur;Arroyo Vehicular;-103,3648293;20,6841645;15;0;131,0405504;0;0;4;0;1784;28;0;0;34;0;0;0;4;5;1;1;21;0;0;318
GDL-183;388;1473;365;1665;Guadalajara Centro;3ra ETAPA;Calz. Independencia / Av. NiÒos HÈr;Norte;Banqueta;-103,3480775;20,6639862;19;0;0;0;1;12;6388,7846;2862;10;11;7;13;2;0;0;2;0;0;0;5;0;5;164
GDL-184;400;1275;396;1202;Analco - Olimpica;3ra ETAPA;Ingreso Cucei / RevoluciÛn;Poniente;Banqueta;-103,324147;20,659581;19;1;991,5291342;0;1;5;25763,1991;466,5;9;0;1;18;1;0;0;2;1;2;0;3;0;1;150
GDL-185;149;360;173;325;San Juan de Dios;3ra ETAPA;Dr. Silverio GarcÌa /Av. RevoluciÛn;Poniente;Arroyo Vehicular;-103,32942;20,66318;23;0;1963,381291;0;0;7;0;593,5;17;2;0;13;1;0;0;1;4;1;0;3;0;0;468
GDL-186;312;760;317;781;Moderna - Fresno;3ra ETAPA;C. Argentina / C. Francia;Poniente;Arroyo Vehicular;-103,3628;20,66429;15;0;0;0;0;5;0;2119;5;2;0;14;0;0;0;1;1;1;1;4;0;0;176
GDL-187;812;2365;982;2834;Guadalajara Centro;3ra ETAPA;Av. 16 de Septiembre / C. Priscilia;Oriente;Andador;-103,34718;20,67284;15;0;586,0924976;751,3617415;0;12;41836,2827;6957,5;22;27;16;76;16;2;34;9;6;11;0;8;4;15;372
GDL-188;164;397;273;671;Mezquitan Country;3ra ETAPA;Av. de la Presa / Av. Manuel A. Cam;Oriente;Arroyo Vehicular;-103,37015;20,70928;15;0;988,7766144;0;0;5;97694,9909;413;1;0;1;2;1;0;0;1;2;2;0;12;1;1;90
GDL-189;259;955;255;1028;Analco - Olimpica;3ra ETAPA;C. 5 de Mayo/ Av. RevoluciÛn;Poniente;Arroyo Vehicular;-103,34116;20,6692;15;0;986,3311275;0;0;6;8923,6905;937;13;0;0;12;0;0;0;3;4;3;0;5;1;0;216
GDL-190;270;865;345;1194;San Juan de Dios;3ra ETAPA;C. Anahuac / Av. RevoluciÛn;Poniente;Arroyo Vehicular;-103,34385;20,6708;31;1;994,5770349;0;2;5;6243,8779;1799,5;14;2;9;15;1;0;0;2;0;2;0;2;0;2;318
GDL-191;81;339;114;511;San Juan de Dios;3ra ETAPA;Plaza de los Mariachis;Poniente;Banqueta;-103,34123;20,6744;23;1;0;0;2;6;32485,4665;8458,5;120;39;5;215;5;1;23;5;0;1;0;2;1;7;276
GDL-192;291;1078;468;1338;Mezquitan Country;3ra ETAPA;Calle A1 / Av. Manuel A. Camacho;Oriente;Arroyo Vehicular;-103,36564;20,70656;15;1;982,7075017;0;1;4;13195,6886;1028;3;2;1;5;1;0;0;0;1;6;1;19;3;1;170
GDL-193;300;757;365;897;Mezquitan Country;3ra ETAPA;C. Hawai / C. Nicol·s Romero;Norte;Arroyo Vehicular;-103,35996;20,70211;15;0;969,3790052;0;0;6;2914,8903;881,5;8;0;0;14;3;0;0;1;3;1;1;4;0;3;216
GDL-194;208;650;202;470;Atlas;3ra ETAPA;Av. RevoluciÛn / C. Manuel LÛpez Ve;Sur;Banqueta;-103,30999;20,65048;15;0;983,3927493;0;0;6;0;1427;14;17;5;37;0;0;0;3;1;4;0;12;0;1;180
GDL-195;284;1221;335;1335;Guadalajara Centro;3ra ETAPA;C. RamÛn Corona / Av. Ju·rez;Poniente;Banqueta;-103,34656;20,67529;23;2;0;940,1437328;2;2;128050,4638;8299,5;38;21;1;96;14;2;38;13;1;9;0;5;4;14;336
GDL-196;215;663;357;836;Guadalajara Centro;3ra ETAPA;C. Esmeralda / C. Manuel AcuÒa;Oriente;Arroyo Vehicular;-103,33756;20,68361;23;0;0;34,49005518;1;11;3936,7967;1145,5;14;3;2;14;1;0;0;2;1;3;0;5;1;2;390
GDL-197;90;296;77;262;San Andres;3ra ETAPA;Av. RÌo Nilo / Av. RevoluciÛn;Sur;Arroyo Vehicular;-103,30313;20,64517;15;0;0;0;0;12;6482,7536;834;23;4;0;24;0;1;19;2;3;4;1;18;0;1;306
GDL-198;1101;3170;1068;3150;Guadalajara Centro;3ra ETAPA;Av. Alcalde / C. Hospital;Poniente;Andador;-103,34796;20,68504;31;1;0;991,5742257;1;6;13692,9717;2476;14;2;2;47;15;1;19;1;5;4;0;14;1;2;330
GDL-199;566;1389;615;1553;Mezquitan;0;C. Jes˙s GarcÌa/Av. Alcalde;0;0;0;0;15;0;0;991,8643648;0;8;8123,8709;1259,5;14;2;4;26;0;0;0;2;3;3;1;5;0;4;336
GDL-200;736;1603;934;2161;Mezquitan;3ra ETAPA;Av. Alcalde / Av. Manuel Avila Camacho;Oriente;Banqueta;-103,34824;20,69406;23;1;170,1134556;1099,402598;1;8;2367,5982;2359,5;4;5;1;42;4;1;15;2;6;5;0;1;2;1;180
GDL-201;105;313;212;645;Alcalde Barranquitas;3ra ETAPA;Av. de los Normalistas / C. M. Guti;Norte;Banqueta;-103,34474;20,69442;15;0;0;0;0;11;7058,2821;722;3;0;0;4;0;0;0;2;4;2;0;0;2;1;222
GDL-202;344;945;451;925;Alcalde Barranquitas;3ra ETAPA;C. Magisterio / C. Durango;Oriente;Arroyo Vehicular;-103,34893;20,69898;15;0;0;0;0;3;0;3863,5;8;11;0;24;19;0;0;4;7;1;0;6;0;0;150
GDL-203;203;573;354;738;Alcalde Barranquitas;3ra ETAPA;Av. Federalismo / C. Tamaulipas;Oriente;Banqueta;-103,35478;20,70046;23;2;1110,789978;0;2;5;3874,1301;1014,5;29;5;3;22;1;1;19;0;3;3;0;10;1;3;402
GDL-204;298;781;210;822;Moderna - Fresno;3ra ETAPA;C. EspaÒa / Av. Chapultepec;Sur;Arroyo Vehicular;-103,36807;20,6651;23;0;826,3435844;0;0;9;14528,7746;1970;5;5;2;20;0;0;0;1;2;4;1;6;1;2;168
GDL-205;140;534;150;604;Moderna - Fresno;3ra ETAPA;Av. AgustÌn Y·Òez /C. Venezuela;Sur;Banqueta;-103,36554;20,66265;15;0;991,3767927;0;0;7;0;2677,5;2;3;0;9;0;0;0;0;1;1;0;5;0;0;84
GDL-206;174;618;202;530;Moderna - Fresno;3ra ETAPA;C. Suiza / Av. Enrique DÌaz de LeÛn;Sur;Arroyo Vehicular;-103,36011;20,66231;15;0;770,4878495;0;0;8;2755,4127;1472;4;4;0;8;2;0;0;1;2;1;0;6;1;3;194
GDL-207;226;552;268;565;Moderna - Fresno;3ra ETAPA;C. L·zaro PÈrez / C. Escorza;Sur;Banqueta;-103,35802;20,66563;15;0;318,4874853;0;0;8;1748,1196;3076;19;10;1;27;2;0;0;0;1;3;0;9;1;3;228
GDL-208;400;1207;427;1115;Moderna - Fresno;3ra ETAPA;Av. EspaÒa / Av. Federalismo;Sur;Arroyo Vehicular;-103,35704;20,66081;31;1;1748,538604;0;1;8;6574,0738;1810,5;8;1;1;9;1;0;0;0;1;0;0;0;0;0;194
GDL-209;94;535;106;650;Moderna - Fresno;3ra ETAPA;Calz. del Campesino / Calz. Indepen;Norte;Banqueta;-103,3503245;20,6605183;19;0;4,541615498;0;0;4;103055,3198;1554;1;3;0;6;1;0;0;3;1;3;3;0;0;3;102
GDL-210;300;1113;405;1132;Moderna - Fresno;3ra ETAPA;Av. Washington / Calz. Independencia;Norte;Banqueta;-103,35132;20,65775;31;0;1160,561894;0;1;5;40813,3786;982;3;2;1;2;1;0;0;1;0;0;0;0;0;0;128
GDL-211;72;278;82;316;Moderna - Fresno;3ra ETAPA;Av. Washington / C. Rusia;Norte;Banqueta;-103,35468;20,65883;15;0;1358,790768;0;0;10;0;1772;9;1;0;9;0;0;0;2;0;0;0;0;0;0;192
GDL-212;164;481;229;566;Mezquitan Country;3ra ETAPA;C. Nicol·s Romero / C. Jaime NunÛ;Sur;Arroyo Vehicular;-103,36158;20,70047;15;1;0;0;0;5;18972,3211;556;11;0;0;5;3;1;19;1;4;3;0;1;0;1;222
ZPN-023;101;260;140;242;Zapopan Centro;1ra ETAPA;Blvrd. de la Espuela/ C. Silvano Barba;Sur;Arroyo Vehicular;-103,38763;20,73231;11;0;627,6318981;0;0;5;9991,0151;769;14;1;0;7;1;0;0;1;2;1;0;4;1;2;462
ZPN-024;25;58;16;28;Zapopan Centro;1ra ETAPA;C. Francisco Sarabia / Av. Laureles;Poniente;Arroyo Vehicular;-103,3985614;20,73445;11;0;979,9351122;0;0;8;0;1263;9;2;0;6;1;1;11;1;5;0;0;4;0;1;138
ZPN-048;349;910;300;977;El Vigia;3ra ETAPA;Av. J. Parres Arias / Prol. Lopez C;0;Camellon;-103,38859;20,72958;31;0;1659,154489;0;0;10;9572,0328;1625;25;9;2;25;3;1;19;0;0;1;0;4;1;3;208
ZPN-049;190;323;216;485;Zoquipan;3ra ETAPA;Av. Avila Camacho/ Labaro Patrio;Norte;Banqueta;-103,38338;20,7178;15;0;992,3613675;0;0;2;0;567,5;4;4;1;5;0;0;0;1;3;3;0;6;0;2;60
ZPN-050;50;109;79;171;El Vigia;3ra ETAPA;C. el Mediero/ Prol. Laureles;Norte;Arroyo Vehicular;-103,38427;20,73432;15;0;1590,167257;0;0;4;4826,4785;101;3;1;0;0;0;0;0;0;0;0;0;0;0;0;318
ZPN-051;456;1589;518;1493;El Vigia;3ra ETAPA;Av. PerifÈrico G. MorÌn / Av. J. Parres A;Sur;Banqueta;-103,38057;20,73837;31;0;1701,490934;0;0;4;371,7517;879;0;3;0;0;1;0;0;2;0;6;0;1;4;0;54
ZPN-052;45;41;27;48;El Vigia;3ra ETAPA;C. del Pial / C. del Vigia;Sur;Arroyo Vehicular;-103,39291;20,73245;15;0;754,4014167;0;0;2;506,6544;714;42;0;1;19;1;1;11;1;4;0;0;4;0;3;288
ZPN-053;102;301;84;294;El Vigia;3ra ETAPA;Prol. Laureles / Av. PerifÈrico G.;Oriente;Arroyo Vehicular;-103,38299;20,73836;31;0;1997,75143;0;0;3;0;524,5;0;1;0;1;0;0;0;1;1;4;0;1;2;0;18
ZPN-054;87;160;98;122;Zapopan Centro;3ra ETAPA;Av. J. Parres Arias/ Ignacio Jacobo;Oriente;Banqueta;-103,38079;20,73441;15;0;0;0;0;4;0;54;0;2;0;0;0;0;0;1;0;0;0;0;0;0;18
ZPN-055;100;178;87;165;Zapopan Centro;3ra ETAPA;Prol. Laureles / Parres Arias;Oriente;Banqueta;-103,38515;20,73154;15;0;1593,980423;265,5097482;0;5;56647,4154;621;3;1;0;7;3;0;0;0;1;0;0;2;0;0;314
ZPN-056;291;1066;390;1304;Zoquipan;3ra ETAPA;Av. Avila Camacho/ San Jorge;Sur;Banqueta;-103,37742;20,71365;15;0;991,859742;0;0;9;0;2196;9;19;0;20;0;0;0;2;2;1;0;2;0;2;80
TLQ-008;54;194;33;118;Tlaquepaque Centro;2da ETAPA;C. Independencia / C. Allende;0;0;-103,3086;20,639187;15;0;0;0;0;8;4888,7107;2495;105;14;5;72;50;1;15;3;5;1;0;12;1;3;222
GDL-217;333;864;187;872;Arcos - Vallarta;4ta ETAPA;C. Ontario / Av. Manuel AcuÒa;Oriente;Arroyo Vehicular;-103,383085;20,684519;19;0;0;0;0;5;4015,3576;979,5;3;1;0;3;1;0;0;0;3;0;0;34;0;0;188
GDL-214;177;312;258;388;Mezquitan;4ta ETAPA;C. Chihuahua / C. Miguel Galindo;Sur;Arroyo Vehicular;-103,356511;20,702745;19;0;491,2793018;0;0;4;11082,4235;694;25;0;1;18;1;0;0;0;0;4;0;10;2;0;446
GDL-223;77;205;88;224;San Juan de Dios;4ta ETAPA;C. Dr. Enrique PÈrez  Arce / C. ValentÌn GÛmez Farias;Poniente;Arroyo Vehicular;-103,326566;20,6679675;19;0;1328,723533;0;0;12;0;689,5;13;0;0;13;1;0;0;2;1;0;0;4;0;0;216
ZPN-066;77;164;32;136;Camino Real;4ta ETAPA;Av. CuauhtÈmoc / Av. Tepeyac;Poniente;Arroyo Vehicular;-103,4086745;20,6609371;19;0;0;0;0;7;15883,172;810;3;0;0;11;0;0;0;3;0;2;0;24;0;2;158
GDL-215;75;148;86;128;Mezquitan Country;4ta ETAPA;C. Durango / C. Gregorio D·vila;Sur;Arroyo Vehicular;-103,3599679;20,6991544;19;1;0;0;0;6;4721,6926;938;15;0;0;9;3;1;15;1;2;1;0;11;0;1;222
ZPN-065;59;189;47;147;Camino Real;4ta ETAPA;C. Del Carmen / Av. Guadalupe;Norte;Arroyo Vehicular;-103,4109615;20,6649061;19;0;986,0936986;0;0;5;579,0428;576;1;0;1;7;0;1;15;1;1;4;1;21;0;1;226
ZPN-064;44;190;48;153;Camino Real;4ta ETAPA;C. Sto de Aquino / Av. Sta Teresa;Sur;Arroyo Vehicular;-103,4133282;20,6669929;19;0;0;0;0;0;25575,1772;322,5;0;0;0;0;0;0;0;1;1;0;0;6;0;2;198
ZPN-063;42;148;13;80;Camino Real;4ta ETAPA;C. San Felipe Neri / Av. Guadalupe;Poniente;Arroyo Vehicular;-103,4130582;20,6644831;15;0;988,3813026;0;0;4;22798,3469;1162;3;0;0;14;0;2;38;2;0;5;0;5;0;1;158
GDL-216;135;431;147;374;Mezquitan;4ta ETAPA;C. Tepic / C. FrÌas;Sur;Arroyo Vehicular;-103,3592252;20,6964426;15;0;0;0;0;5;0;1050;32;2;2;32;0;0;0;1;1;3;0;18;0;1;222
ZPN-067;198;565;211;515;Camino Real;4ta ETAPA;C. Chimalhuac·n / Av. LÛpez Mateos;Sur;Arroyo Vehicular;-103,4027691;20,6515919;19;0;0;0;0;7;0;5879;13;24;0;44;0;0;0;3;1;9;0;4;4;11;120
ZPN-057;120;344;63;242;Camino Real;4ta ETAPA;C. Escultores / Av. Guadalupe;Poniente;Arroyo Vehicular;-103,4178168;20,6637066;15;0;992,4244635;0;0;2;0;406;2;1;0;2;0;0;0;0;2;3;0;10;0;0;120
ZPN-062;50;142;19;121;Camino Real;4ta ETAPA;C. Loyola / C. OrganizaciÛn;Norte;Arroyo Vehicular;-103,4136351;20,6604258;19;0;0;0;0;4;9263,9013;378;4;0;0;4;0;1;19;0;2;0;0;1;0;0;132
ZPN-061;117;222;77;125;Camino Real;4ta ETAPA;C. OrganizaciÛn / Av. Guadalupe;Oriente;Arroyo Vehicular;-103,4151424;20,6638448;19;0;994,8781559;0;0;3;3013,0565;1196,5;4;1;0;13;0;1;15;1;1;6;0;10;0;0;168
ZPN-060;41;180;27;104;Camino Real;4ta ETAPA;C. De Los Leones / Av. Tepeyac;Poniente;Arroyo Vehicular;-103,41456;20,6587944;19;0;0;0;0;4;17129,5844;500,5;7;0;0;10;0;1;19;0;3;3;0;1;0;1;252
GDL-224;32;88;56;121;San Juan de Dios;4ta ETAPA;C. Reyes Flores / C. Federico Medrano;Poniente;Arroyo Vehicular;-103,3266332;20,6649445;19;0;693,5792596;0;0;9;0;512,5;16;0;1;13;1;0;0;0;2;0;0;3;0;0;222
GDL-222;43;161;43;148;San Juan de Dios;4ta ETAPA;C. Aldama / C. Dr. Leonardo Oliva;Sur;Arroyo Vehicular;-103,3295016;20,6674498;19;0;382,9047275;0;0;10;0;465,5;16;0;0;17;0;0;0;1;0;0;0;3;0;0;174
ZPN-058;155;467;91;437;Camino Real;4ta ETAPA;Av. Labna / Av. Tepeyac;Poniente;Arroyo Vehicular;-103,4194212;20,656551;19;0;0;0;0;6;15069,5296;869;8;5;0;19;0;0;0;0;1;2;0;2;1;2;222
ZPN-059;37;120;27;32;Camino Real;4ta ETAPA;C. Prado de los Pinos / Av. Tepeyac;Norte;Arroyo Vehicular;-103,4171896;20,6578996;15;0;0;0;0;7;8298,956;641;10;2;0;19;1;0;0;0;1;3;0;5;0;3;258
GDL-218;189;360;109;325;Arcos - Vallarta;4ta ETAPA;C. HÈrcules / Av. de la Arboleda;Sur;Arroyo Vehicular;-103,3853111;20,664447;19;0;1219,533413;0;0;5;24803,5892;2856,5;3;5;0;15;2;0;0;3;2;4;0;8;0;2;150
GDL-225;98;169;70;222;Atlas;4ta ETAPA;C. Gral Carlos Fuero / Av. RevoluciÛn;Oriente;Arroyo Vehicular;-103,3159228;20,6542657;19;1;982,7069893;0;1;5;1021,8952;543,5;8;1;0;8;0;0;0;1;2;1;0;5;0;0;372
GDL-213;198;703;356;1068;Alcalde Barranquitas;4ta ETAPA;C. Palavicini / Av. CircunvalaciÛn;Poniente;Arroyo Vehicular;-103,345589;20,70467;19;1;0;0;0;5;2037,1268;1054,5;7;10;0;10;5;0;0;1;1;6;1;5;1;2;218
GDL-221;186;429;278;574;Alcalde Barranquitas;4ta ETAPA;C. De los CientÌficos/ J. J. Tablada;Sur;Arroyo Vehicular;-103,345961;20,700192;23;0;0;0;0;1;0;1353,5;9;4;0;3;14;0;0;2;1;0;0;5;0;0;186
GDL-226;45;203;28;114;Atlas;4ta ETAPA;C. Luis G. Cuevas / Av. RevoluciÛn;Oriente;Arroyo Vehicular;-103,312902;20,652408;15;1;985,7086285;0;1;3;0;681;4;5;1;17;0;0;0;0;1;3;0;7;1;0;228
GDL-219;40;208;127;358;Alcalde Barranquitas;4ta ETAPA;C. D. Rivera / C. FilÛsofos;Norte;Arroyo Vehicular;-103,342554;20,698197;15;0;0;0;0;4;12027,3345;473;22;2;1;28;1;1;19;2;2;3;0;18;0;1;222
GDL-227;102;359;306;698;Alcalde Barranquitas;4ta ETAPA;C. Artistas / C. Carlos Pereira;Sur;Arroyo Vehicular;-103,339378;20,695636;19;0;0;0;0;9;3527,1935;320,5;10;0;1;5;0;0;0;1;1;2;0;4;0;0;246
